word,phonemes,mx_ipa
absolución,"['a', 'b', 's', 'o', 'l', 'u', 'T', 'J', 'O', 'n']",aβsolusjon
absoluta,"['a', 'b', 's', 'o', 'l', 'U', 't', 'a']",aβsoluta
absolutamente,"['a', 'b', 's', 'o', 'l', 'u', 't', 'a', 'm', 'E', 'n', 't', 'e']",aβsolutamɛntɛ
absolutismo,"['a', 'b', 's', 'o', 'l', 'u', 't', 'I', 's', 'm', 'o']",aβsolutizmo
absolutista,"['a', 'b', 's', 'o', 'l', 'u', 't', 'I', 's', 't', 'a']",aβsolutista
absoluto,"['a', 'b', 's', 'o', 'l', 'U', 't', 'o']",aβsoluto
absolutorio,"['a', 'b', 's', 'o', 'l', 'u', 't', 'O', 'r', 'j', 'o']",aβsolutoɾjo
absolvedor,"['a', 'b', 's', 'o', 'l', 'b', 'e', 'D', 'O', 'r']",aβsolβɛðoɾ
absolver,"['a', 'b', 's', 'o', 'l', 'b', 'E', 'r']",aβsolβɛɾ
absorbencia,"['a', 'b', 's', 'o', 'r', 'b', 'E', 'n', 'T', 'j', 'a']",aβsoɾβɛnsja
absorbente,"['a', 'b', 's', 'o', 'r', 'b', 'E', 'n', 't', 'e']",aβsoɾβɛntɛ
absorber,"['a', 'b', 's', 'o', 'r', 'b', 'E', 'r']",aβsoɾβɛɾ
absorbimiento,"['a', 'b', 's', 'o', 'r', 'b', 'i', 'm', 'J', 'E', 'n', 't', 'o']",aβsoɾβimjɛnto
absorción,"['a', 'b', 's', 'o', 'r', 'T', 'J', 'O', 'n']",aβsoɾsjon
absortar,"['a', 'b', 's', 'o', 'r', 't', 'A', 'r']",aβsoɾtaɾ
absorto,"['a', 'b', 's', 'O', 'r', 't', 'o']",aβsoɾto
abstemio,"['a', 'b', 's', 't', 'E', 'm', 'j', 'o']",aβstɛmjo
abstención,"['a', 'b', 's', 't', 'e', 'n', 'T', 'J', 'O', 'n']",aβstɛnsjon
abstencionismo,"['a', 'b', 's', 't', 'e', 'n', 'T', 'j', 'o', 'n', 'I', 's', 'm', 'o']",aβstɛnsjonizmo
abstencionista,"['a', 'b', 's', 't', 'e', 'n', 'T', 'j', 'o', 'n', 'I', 's', 't', 'a']",aβstɛnsjonista
abstener,"['a', 'b', 's', 't', 'e', 'n', 'E', 'r']",aβstɛnɛɾ
abstergente,"['a', 'b', 's', 't', 'e', 'r', 'x', 'E', 'n', 't', 'e']",aβstɛɾxɛntɛ
absterger,"['a', 'b', 's', 't', 'e', 'r', 'x', 'E', 'r']",aβstɛɾxɛɾ
abstinencia,"['a', 'b', 's', 't', 'i', 'n', 'E', 'n', 'T', 'j', 'a']",aβstinɛnsja
abstinente,"['a', 'b', 's', 't', 'i', 'n', 'E', 'n', 't', 'e']",aβstinɛntɛ
abstracción,"['a', 'b', 's', 't', 'r', 'a', 'k', 'T', 'J', 'O', 'n']",aβstɾaksjon
abstracto,"['a', 'b', 's', 't', 'r', 'A', 'k', 't', 'o']",aβstɾakto
abstraer,"['a', 'b', 's', 't', 'r', 'a', 'E', 'r']",aβstɾaɛɾ
abstraído,"['a', 'b', 's', 't', 'r', 'a', 'I', 'D', 'o']",aβstɾaiðo
abstruso,"['a', 'b', 's', 't', 'r', 'U', 's', 'o']",aβstɾuso
absuelto,"['a', 'b', 's', 'W', 'E', 'l', 't', 'o']",aβswɛlto
absurdo,"['a', 'b', 's', 'U', 'r', 'd', 'o']",aβsuɾðo
abubilla,"['a', 'B', 'u', 'B', 'I', 'Y', 'a']",aβuβiʎa
abuchear,"['a', 'B', 'u', 'C', 'e', 'A', 'r']",aβutʃɛaɾ
abucheo,"['a', 'B', 'u', 'C', 'E', 'o']",aβutʃɛo
abuela,"['a', 'B', 'W', 'E', 'l', 'a']",aβwɛla
abuelastro,"['a', 'B', 'w', 'e', 'l', 'A', 's', 't', 'r', 'o']",aβwɛlastɾo
abuelo,"['a', 'B', 'W', 'E', 'l', 'o']",aβwɛlo
abuhado,"['a', 'B', 'u', 'A', 'D', 'o']",aβuaðo
abulaga,"['a', 'B', 'u', 'l', 'A', 'G', 'a']",aβulaɣa
abulagar,"['a', 'B', 'u', 'l', 'a', 'G', 'A', 'r']",aβulaɣaɾ
abulense,"['a', 'B', 'u', 'l', 'E', 'n', 's', 'e']",aβulɛnsɛ
abulia,"['a', 'B', 'U', 'l', 'j', 'a']",aβulja
abultado,"['a', 'B', 'u', 'l', 't', 'A', 'D', 'o']",aβultaðo
abultamiento,"['a', 'B', 'u', 'l', 't', 'a', 'm', 'J', 'E', 'n', 't', 'o']",aβultamjɛnto
abultar,"['a', 'B', 'u', 'l', 't', 'A', 'r']",aβultaɾ
abundancia,"['a', 'B', 'u', 'n', 'd', 'A', 'n', 'T', 'j', 'a']",aβundansja
abundante,"['a', 'B', 'u', 'n', 'd', 'A', 'n', 't', 'e']",aβundantɛ
abundantemente,"['a', 'B', 'u', 'n', 'd', 'a', 'n', 't', 'e', 'm', 'E', 'n', 't', 'e']",aβundantɛmɛntɛ
abundar,"['a', 'B', 'u', 'n', 'd', 'A', 'r']",aβundaɾ
abuñolar,"['a', 'B', 'u', 'N', 'o', 'l', 'A', 'r']",aβuɲolaɾ
abuñuelar,"['a', 'B', 'u', 'N', 'w', 'e', 'l', 'A', 'r']",aβuɲwɛlaɾ
aburelado,"['a', 'B', 'u', 'r', 'e', 'l', 'A', 'D', 'o']",aβuɾɛlaðo
aburguesamiento,"['a', 'B', 'u', 'r', 'g', 'e', 's', 'a', 'm', 'J', 'E', 'n', 't', 'o']",aβuɾɣɛsamjɛnto
aburguesar,"['a', 'B', 'u', 'r', 'g', 'e', 's', 'A', 'r']",aβuɾɣɛsaɾ
aburrar,"['a', 'B', 'u', 'R', 'A', 'r']",aβuɹaɾ
aburridamente,"['a', 'B', 'u', 'R', 'i', 'D', 'a', 'm', 'E', 'n', 't', 'e']",aβuɹiðamɛntɛ
aburrido,"['a', 'B', 'u', 'R', 'I', 'D', 'o']",aβuɹiðo
aburridor,"['a', 'B', 'u', 'R', 'i', 'D', 'O', 'r']",aβuɹiðoɾ
aburrimiento,"['a', 'B', 'u', 'R', 'i', 'm', 'J', 'E', 'n', 't', 'o']",aβuɹimjɛnto
aburrir,"['a', 'B', 'u', 'R', 'I', 'r']",aβuɹiɾ
abusado,"['a', 'B', 'u', 's', 'A', 'D', 'o']",aβusaðo
abusador,"['a', 'B', 'u', 's', 'a', 'D', 'O', 'r']",aβusaðoɾ
abusar,"['a', 'B', 'u', 's', 'A', 'r']",aβusaɾ
abusivo,"['a', 'B', 'u', 's', 'I', 'B', 'o']",aβusiβo
abuso,"['a', 'B', 'U', 's', 'o']",aβuso
abusón,"['a', 'B', 'u', 's', 'O', 'n']",aβuson
abuzar,"['a', 'B', 'u', 'T', 'A', 'r']",aβusaɾ
abyección,"['a', 'b', 'Y', 'e', 'k', 'T', 'J', 'O', 'n']",aβʝɛksjon
abyecto,"['a', 'b', 'Y', 'E', 'k', 't', 'o']",aβʝɛkto
acá,"['a', 'k', 'A']",aka
acabable,"['a', 'k', 'a', 'B', 'A', 'b', 'l', 'e']",akaβaβlɛ
acabado,"['a', 'k', 'a', 'B', 'A', 'D', 'o']",akaβaðo
acabador,"['a', 'k', 'a', 'B', 'a', 'D', 'O', 'r']",akaβaðoɾ
acabalar,"['a', 'k', 'a', 'B', 'a', 'l', 'A', 'r']",akaβalaɾ
acaballadero,"['a', 'k', 'a', 'B', 'a', 'Y', 'a', 'D', 'E', 'r', 'o']",akaβaʎaðɛɾo
acaballado,"['a', 'k', 'a', 'B', 'a', 'Y', 'A', 'D', 'o']",akaβaʎaðo
acaballar,"['a', 'k', 'a', 'B', 'a', 'Y', 'A', 'r']",akaβaʎaɾ
acabamiento,"['a', 'k', 'a', 'B', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akaβamjɛnto
acabañar,"['a', 'k', 'a', 'B', 'a', 'N', 'A', 'r']",akaβaɲaɾ
acabar,"['a', 'k', 'a', 'B', 'A', 'r']",akaβaɾ
acabestrillar,"['a', 'k', 'a', 'B', 'e', 's', 't', 'r', 'i', 'Y', 'A', 'r']",akaβɛstɾiʎaɾ
acabildar,"['a', 'k', 'a', 'B', 'i', 'l', 'd', 'A', 'r']",akaβildaɾ
acabo,"['a', 'k', 'A', 'B', 'o']",akaβo
acachar,"['a', 'k', 'a', 'C', 'A', 'r']",akatʃaɾ
acachetar,"['a', 'k', 'a', 'C', 'e', 't', 'A', 'r']",akatʃɛtaɾ
acachetear,"['a', 'k', 'a', 'C', 'e', 't', 'e', 'A', 'r']",akatʃɛtɛaɾ
acacia,"['a', 'k', 'A', 'T', 'j', 'a']",akasja
acaciano,"['a', 'k', 'a', 'T', 'J', 'A', 'n', 'o']",akasjano
academia,"['a', 'k', 'a', 'D', 'E', 'm', 'j', 'a']",akaðɛmja
académicamente,"['a', 'k', 'a', 'D', 'E', 'm', 'i', 'k', 'a', 'm', 'e', 'n', 't', 'e']",akaðɛmikamɛntɛ
academicismo,"['a', 'k', 'a', 'D', 'e', 'm', 'i', 'T', 'I', 's', 'm', 'o']",akaðɛmisizmo
academicista,"['a', 'k', 'a', 'D', 'e', 'm', 'i', 'T', 'I', 's', 't', 'a']",akaðɛmisista
académico,"['a', 'k', 'a', 'D', 'E', 'm', 'i', 'k', 'o']",akaðɛmiko
acaece,"['a', 'k', 'a', 'E', 'T', 'e']",akaɛsɛ
acaecen,"['a', 'k', 'a', 'E', 'T', 'e', 'n']",akaɛsɛn
acaecer,"['a', 'k', 'a', 'e', 'T', 'E', 'r']",akaɛsɛɾ
acaecerá,"['a', 'k', 'a', 'e', 'T', 'e', 'r', 'A']",akaɛsɛɾa
acaecerán,"['a', 'k', 'a', 'e', 'T', 'e', 'r', 'A', 'n']",akaɛsɛɾan
acaecería,"['a', 'k', 'a', 'e', 'T', 'e', 'r', 'I', 'a']",akaɛsɛɾia
acaecerían,"['a', 'k', 'a', 'e', 'T', 'e', 'r', 'I', 'a', 'n']",akaɛsɛɾian
acaecía,"['a', 'k', 'a', 'e', 'k', 'I', 'a']",akaɛsia
acaecían,"['a', 'k', 'a', 'e', 'k', 'I', 'a', 'n']",akaɛsian
acaecida,"['a', 'k', 'a', 'e', 'T', 'I', 'D', 'a']",akaɛsiða
acaecidas,"['a', 'k', 'a', 'e', 'T', 'I', 'D', 'a', 's']",akaɛsiðas
acaecido,"['a', 'k', 'a', 'e', 'T', 'I', 'D', 'o']",akaɛsiðo
acaecidos,"['a', 'k', 'a', 'e', 'T', 'I', 'D', 'o', 's']",akaɛsiðos
acaeciendo,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'n', 'd', 'o']",akaɛsjɛndo
acaeciera,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'r', 'a']",akaɛsjɛɾa
acaecieran,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'r', 'a', 'n']",akaɛsjɛɾan
acaeciere,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'r', 'e']",akaɛsjɛɾɛ
acaecieren,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'r', 'e', 'n']",akaɛsjɛɾɛn
acaecieron,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 'r', 'o', 'n']",akaɛsjɛɾon
acaeciese,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 's', 'e']",akaɛsjɛsɛ
acaeciesen,"['a', 'k', 'a', 'e', 'T', 'J', 'E', 's', 'e', 'n']",akaɛsjɛsɛn
acaecimiento,"['a', 'k', 'a', 'e', 'T', 'i', 'm', 'J', 'E', 'n', 't', 'o']",akaɛsimjɛnto
acaeció,"['a', 'k', 'a', 'e', 'T', 'J', 'O']",akaɛsjo
acaezca,"['a', 'k', 'a', 'E', 'T', 'k', 'a']",akaɛska
acaezcan,"['a', 'k', 'a', 'E', 'T', 'k', 'a', 'n']",akaɛskan
acalambrar,"['a', 'k', 'a', 'l', 'a', 'm', 'b', 'r', 'A', 'r']",akalambɾaɾ
acallar,"['a', 'k', 'a', 'Y', 'A', 'r']",akaʎaɾ
acalorado,"['a', 'k', 'a', 'l', 'o', 'r', 'A', 'D', 'o']",akaloɾaðo
acaloramiento,"['a', 'k', 'a', 'l', 'o', 'r', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akaloɾamjɛnto
acalorar,"['a', 'k', 'a', 'l', 'o', 'r', 'A', 'r']",akaloɾaɾ
acampada,"['a', 'k', 'a', 'm', 'p', 'A', 'D', 'a']",akampaða
acampanado,"['a', 'k', 'a', 'm', 'p', 'a', 'n', 'A', 'D', 'o']",akampanaðo
acampanar,"['a', 'k', 'a', 'm', 'p', 'a', 'n', 'A', 'r']",akampanaɾ
acampar,"['a', 'k', 'a', 'm', 'p', 'A', 'r']",akampaɾ
acanalador,"['a', 'k', 'a', 'n', 'a', 'l', 'a', 'D', 'O', 'r']",akanalaðoɾ
acanalar,"['a', 'k', 'a', 'n', 'a', 'l', 'A', 'r']",akanalaɾ
acanallar,"['a', 'k', 'a', 'n', 'a', 'Y', 'A', 'r']",akanaʎaɾ
acañaverear,"['a', 'k', 'a', 'N', 'a', 'B', 'e', 'r', 'e', 'A', 'r']",akaɲaβɛɾɛaɾ
acanilladura,"['a', 'k', 'a', 'n', 'i', 'Y', 'a', 'D', 'U', 'r', 'a']",akaniʎaðuɾa
acañonear,"['a', 'k', 'a', 'N', 'o', 'n', 'e', 'A', 'r']",akaɲonɛaɾ
acantácea,"['a', 'k', 'a', 'n', 't', 'A', 'T', 'e', 'a']",akantasɛa
acantáceo,"['a', 'k', 'a', 'n', 't', 'A', 'T', 'e', 'o']",akantasɛo
acantarar,"['a', 'k', 'a', 'n', 't', 'a', 'r', 'A', 'r']",akantaɾaɾ
acantilado,"['a', 'k', 'a', 'n', 't', 'i', 'l', 'A', 'D', 'o']",akantilaðo
acantio,"['a', 'k', 'A', 'n', 't', 'j', 'o']",akantjo
acanto,"['a', 'k', 'A', 'n', 't', 'o']",akanto
acantonamiento,"['a', 'k', 'a', 'n', 't', 'o', 'n', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akantonamjɛnto
acantonar,"['a', 'k', 'a', 'n', 't', 'o', 'n', 'A', 'r']",akantonaɾ
acantopterigio,"['a', 'k', 'a', 'n', 't', 'o', 'p', 't', 'e', 'r', 'I', 'x', 'j', 'o']",akantoptɛɾixjo
acaparador,"['a', 'k', 'a', 'p', 'a', 'r', 'a', 'D', 'O', 'r']",akapaɾaðoɾ
acaparamiento,"['a', 'k', 'a', 'p', 'a', 'r', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akapaɾamjɛnto
acaparar,"['a', 'k', 'a', 'p', 'a', 'r', 'A', 'r']",akapaɾaɾ
acaramelar,"['a', 'k', 'a', 'r', 'a', 'm', 'e', 'l', 'A', 'r']",akaɾamɛlaɾ
acardenalar,"['a', 'k', 'a', 'r', 'd', 'e', 'n', 'a', 'l', 'A', 'r']",akaɾðɛnalaɾ
acarear,"['a', 'k', 'a', 'r', 'e', 'A', 'r']",akaɾɛaɾ
acariciador,"['a', 'k', 'a', 'r', 'i', 'T', 'j', 'a', 'D', 'O', 'r']",akaɾisjaðoɾ
acariciar,"['a', 'k', 'a', 'r', 'i', 'T', 'J', 'A', 'r']",akaɾisjaɾ
acarrar,"['a', 'k', 'a', 'R', 'A', 'r']",akaɹaɾ
acarreadizo,"['a', 'k', 'a', 'R', 'e', 'a', 'D', 'I', 'T', 'o']",akaɹɛaðiso
acarreador,"['a', 'k', 'a', 'R', 'e', 'a', 'D', 'O', 'r']",akaɹɛaðoɾ
acarreamiento,"['a', 'k', 'a', 'R', 'e', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akaɹɛamjɛnto
acarrear,"['a', 'k', 'a', 'R', 'e', 'A', 'r']",akaɹɛaɾ
acarreo,"['a', 'k', 'a', 'R', 'E', 'o']",akaɹɛo
acartonar,"['a', 'k', 'a', 'r', 't', 'o', 'n', 'A', 'r']",akaɾtonaɾ
acaso,"['a', 'k', 'A', 's', 'o']",akaso
acataléctico,"['a', 'k', 'a', 't', 'a', 'l', 'E', 'k', 't', 'i', 'k', 'o']",akatalɛktiko
acatalecto,"['a', 'k', 'a', 't', 'a', 'l', 'E', 'k', 't', 'o']",akatalɛkto
acatamiento,"['a', 'k', 'a', 't', 'a', 'm', 'J', 'E', 'n', 't', 'o']",akatamjɛnto
acatar,"['a', 'k', 'a', 't', 'A', 'r']",akataɾ
acatarrar,"['a', 'k', 'a', 't', 'a', 'R', 'A', 'r']",akataɹaɾ
acaudalado,"['a', 'k', 'a', 'w', 'D', 'a', 'l', 'A', 'D', 'o']",akauðalaðo
acaudalar,"['a', 'k', 'a', 'w', 'D', 'a', 'l', 'A', 'r']",akauðalaɾ
acaudillar,"['a', 'k', 'a', 'w', 'D', 'i', 'Y', 'A', 'r']",akauðiʎaɾ
acautelar,"['a', 'k', 'a', 'w', 't', 'e', 'l', 'A', 'r']",akautɛlaɾ
acceder,"['a', 'k', 'T', 'e', 'D', 'E', 'r']",aksɛðɛɾ
accesibilidad,"['a', 'k', 'T', 'e', 's', 'i', 'B', 'i', 'l', 'i', 'D', 'A', 'd']",aksɛsiβiliðað
accesible,"['a', 'k', 'T', 'e', 's', 'I', 'b', 'l', 'e']",aksɛsiβlɛ
accesión,"['a', 'k', 'T', 'e', 's', 'J', 'O', 'n']",aksɛsjon
accésit,"['a', 'k', 's', 'E', 's', 'i', 't']",aksɛsit
acceso,"['a', 'k', 'T', 'E', 's', 'o']",aksɛso
accesoria,"['a', 'k', 'T', 'e', 's', 'O', 'r', 'j', 'a']",aksɛsoɾja
accesoriamente,"['a', 'k', 'T', 'e', 's', 'o', 'r', 'j', 'a', 'm', 'E', 'n', 't', 'e']",aksɛsoɾjamɛntɛ
accesorio,"['a', 'k', 'T', 'e', 's', 'O', 'r', 'j', 'o']",aksɛsoɾjo
accidental,"['a', 'k', 'T', 'i', 'D', 'e', 'n', 't', 'A', 'l']",aksiðɛntal
accidentalidad,"['a', 'k', 'T', 'i', 'D', 'e', 'n', 't', 'a', 'l', 'i', 'D', 'A', 'd']",aksiðɛntaliðað
accidentalmente,"['a', 'k', 'T', 'i', 'D', 'e', 'n', 't', 'a', 'l', 'm', 'E', 'n', 't', 'e']",aksiðɛntalmɛntɛ
accidentar,"['a', 'k', 'T', 'i', 'D', 'e', 'n', 't', 'A', 'r']",aksiðɛntaɾ
accidentario,"['a', 'k', 'T', 'i', 'D', 'e', 'n', 't', 'A', 'r', 'j', 'o']",aksiðɛntaɾjo
accidente,"['a', 'k', 'T', 'i', 'D', 'E', 'n', 't', 'e']",aksiðɛntɛ
acción,"['A', 'k', 'T', 'J', 'O', 'n']",aksjon
accionado,"['a', 'k', 'T', 'j', 'o', 'n', 'A', 'D', 'o']",aksjonaðo
accionamiento,"['a', 'k', 'T', 'j', 'o', 'n', 'a', 'm', 'J', 'E', 'n', 't', 'o']",aksjonamjɛnto
accionar,"['a', 'k', 'T', 'j', 'o', 'n', 'A', 'r']",aksjonaɾ
accionariado,"['a', 'k', 'T', 'j', 'o', 'n', 'a', 'r', 'J', 'A', 'D', 'o']",aksjonaɾjaðo
accionarial,"['a', 'k', 'T', 'j', 'o', 'n', 'a', 'r', 'J', 'A', 'l']",aksjonaɾjal
accionista,"['a', 'k', 'T', 'j', 'o', 'n', 'I', 's', 't', 'a']",aksjonista
accitano,"['a', 'k', 'T', 'i', 't', 'A', 'n', 'o']",aksitano
acebolladura,"['a', 'T', 'e', 'B', 'o', 'Y', 'a', 'D', 'U', 'r', 'a']",asɛβoʎaðuɾa
acebuche,"['a', 's', 'e', 'B', 'U', 'C', 'e']",asɛβutʃɛ
acechadera,"['a', 's', 'e', 'C', 'a', 'D', 'E', 'r', 'a']",asɛtʃaðɛɾa
acechadero,"['a', 's', 'e', 'C', 'a', 'D', 'E', 'r', 'o']",asɛtʃaðɛɾo
acechador,"['a', 's', 'e', 'C', 'a', 'D', 'O', 'r']",asɛtʃaðoɾ
acechamiento,"['a', 's', 'e', 'C', 'a', 'm', 'J', 'E', 'n', 't', 'o']",asɛtʃamjɛnto
acechanza,"['a', 's', 'e', 'C', 'A', 'n', 's', 'a']",asɛtʃansa
acechar,"['a', 's', 'e', 'C', 'A', 'r']",asɛtʃaɾ
acecho,"['a', 's', 'E', 'C', 'o']",asɛtʃo
acecinar,"['a', 'T', 'e', 'T', 'i', 'n', 'A', 'r']",asɛsinaɾ
acedar,"['a', 'T', 'e', 'D', 'A', 'r']",asɛðaɾ
acedera,"['a', 'T', 'e', 'D', 'E', 'r', 'a']",asɛðɛɾa
acedo,"['a', 'T', 'E', 'D', 'o']",asɛðo
acefalía,"['a', 'T', 'e', 'f', 'a', 'l', 'I', 'a']",asɛfalia
acefalismo,"['a', 'T', 'e', 'f', 'a', 'l', 'I', 's', 'm', 'o']",asɛfalizmo
acéfalo,"['a', 'k', 'E', 'f', 'a', 'l', 'o']",asɛfalo
aceitar,"['a', 'T', 'e', 'j', 't', 'A', 'r']",asɛitaɾ
aceite,"['a', 'T', 'E', 'J', 't', 'e']",asɛitɛ
aceitera,"['a', 'T', 'e', 'j', 't', 'E', 'r', 'a']",asɛitɛɾa
aceitero,"['a', 'T', 'e', 'j', 't', 'E', 'r', 'o']",asɛitɛɾo
aceitoso,"['a', 'T', 'e', 'j', 't', 'O', 's', 'o']",asɛitoso
aceituna,"['a', 'T', 'e', 'j', 't', 'U', 'n', 'a']",asɛituna
aceitunado,"['a', 'T', 'e', 'j', 't', 'u', 'n', 'A', 'D', 'o']",asɛitunaðo
aceitunero,"['a', 'T', 'e', 'j', 't', 'u', 'n', 'E', 'r', 'o']",asɛitunɛɾo
aceitunil,"['a', 'T', 'e', 'j', 't', 'u', 'n', 'I', 'l']",asɛitunil
aceituno,"['a', 'T', 'e', 'j', 't', 'U', 'n', 'o']",asɛituno
aceleración,"['a', 'T', 'e', 'l', 'e', 'r', 'a', 'T', 'J', 'O', 'n']",asɛlɛɾasjon
acelerada,"['a', 'T', 'e', 'l', 'e', 'r', 'A', 'D', 'a']",asɛlɛɾaða
aceleradamente,"['a', 'T', 'e', 'l', 'e', 'r', 'a', 'D', 'a', 'm', 'E', 'n', 't', 'e']",asɛlɛɾaðamɛntɛ
acelerado,"['a', 'T', 'e', 'l', 'e', 'r', 'A', 'D', 'o']",asɛlɛɾaðo
acelerador,"['a', 'T', 'e', 'l', 'e', 'r', 'a', 'D', 'O', 'r']",asɛlɛɾaðoɾ
aceleramiento,"['a', 'T', 'e', 'l', 'e', 'r', 'a', 'm', 'J', 'E', 'n', 't', 'o']",asɛlɛɾamjɛnto
acelerar,"['a', 'T', 'e', 'l', 'e', 'r', 'A', 'r']",asɛlɛɾaɾ
acelga,"['a', 'T', 'E', 'l', 'g', 'a']",asɛlga
acémila,"['a', 'k', 'E', 'm', 'i', 'l', 'a']",asɛmila
acemilar,"['a', 'T', 'e', 'm', 'i', 'l', 'A', 'r']",asɛmilaɾ
acemilería,"['a', 'T', 'e', 'm', 'i', 'l', 'e', 'r', 'I', 'a']",asɛmilɛɾia
acemilero,"['a', 'T', 'e', 'm', 'i', 'l', 'E', 'r', 'o']",asɛmilɛɾo
acendrado,"['a', 'T', 'e', 'n', 'd', 'r', 'A', 'D', 'o']",asɛndɾaðo
acendramiento,"['a', 'T', 'e', 'n', 'd', 'r', 'a', 'm', 'J', 'E', 'n', 't', 'o']",asɛndɾamjɛnto
acendrar,"['a', 'T', 'e', 'n', 'd', 'r', 'A', 'r']",asɛndɾaɾ
acento,"['a', 'T', 'E', 'n', 't', 'o']",asɛnto
acentuación,"['a', 'T', 'e', 'n', 't', 'w', 'a', 'T', 'J', 'O', 'n']",asɛntwasjon
acentual,"['a', 'T', 'e', 'n', 't', 'W', 'A', 'l']",asɛntwal
acentuar,"['a', 'T', 'e', 'n', 't', 'W', 'A', 'r']",asɛntwaɾ
acepar,"['a', 'T', 'e', 'p', 'A', 'r']",asɛpaɾ
acepción,"['a', 'T', 'e', 'p', 'T', 'J', 'O', 'n']",asɛpsjon
acepillar,"['a', 'T', 'e', 'p', 'i', 'Y', 'A', 'r']",asɛpiʎaɾ
aceptabilidad,"['a', 'T', 'e', 'p', 't', 'a', 'B', 'i', 'l', 'i', 'D', 'A', 'd']",asɛptaβiliðað
aceptable,"['a', 'T', 'e', 'p', 't', 'A', 'b', 'l', 'e']",asɛptaβlɛ
aceptación,"['a', 'T', 'e', 'p', 't', 'a', 'T', 'J', 'O', 'n']",asɛptasjon
aceptador,"['a', 'T', 'e', 'p', 't', 'a', 'D', 'O', 'r']",asɛptaðoɾ
aceptar,"['a', 'T', 'e', 'p', 't', 'A', 'r']",asɛptaɾ
acepto,"['a', 'T', 'E', 'p', 't', 'o']",asɛpto
acequiar,"['a', 's', 'e', 'k', 'J', 'A', 'r']",asɛkjaɾ
acequiero,"['a', 's', 'e', 'k', 'J', 'E', 'r', 'o']",asɛkjɛɾo
acera,"['a', 'T', 'E', 'r', 'a']",asɛɾa
acerado,"['a', 'T', 'e', 'r', 'A', 'D', 'o']",asɛɾaðo
acerar,"['a', 'T', 'e', 'r', 'A', 'r']",asɛɾaɾ
acerbidad,"['a', 'T', 'e', 'r', 'b', 'i', 'D', 'A', 'd']",asɛɾβiðað
acerbo,"['a', 'T', 'E', 'r', 'b', 'o']",asɛɾβo
acerca,"['a', 'T', 'E', 'r', 'k', 'a']",asɛɾka
acercamiento,"['a', 'T', 'e', 'r', 'k', 'a', 'm', 'J', 'E', 'n', 't', 'o']",asɛɾkamjɛnto
acercar,"['a', 'T', 'e', 'r', 'k', 'A', 'r']",asɛɾkaɾ
acerico,"['a', 'T', 'e', 'r', 'I', 'k', 'o']",asɛɾiko
acerino,"['a', 'T', 'e', 'r', 'I', 'n', 'o']",asɛɾino
acernadar,"['a', 'T', 'e', 'r', 'n', 'a', 'D', 'A', 'r']",asɛɾnaðaɾ
acerola,"['a', 'T', 'e', 'r', 'O', 'l', 'a']",asɛɾola
acerolo,"['a', 'T', 'e', 'r', 'O', 'l', 'o']",asɛɾolo
acerrojar,"['a', 'T', 'e', 'R', 'o', 'x', 'A', 'r']",asɛɹoxaɾ
acertada,"['a', 'T', 'e', 'r', 't', 'A', 'D', 'a']",asɛɾtaða
acertado,"['a', 'T', 'e', 'r', 't', 'A', 'D', 'o']",asɛɾtaðo
acertador,"['a', 'T', 'e', 'r', 't', 'a', 'D', 'O', 'r']",asɛɾtaðoɾ
acertamiento,"['a', 'T', 'e', 'r', 't', 'a', 'm', 'J', 'E', 'n', 't', 'o']",asɛɾtamjɛnto
acertar,"['a', 'T', 'e', 'r', 't', 'A', 'r']",asɛɾtaɾ
acertijo,"['a', 'T', 'e', 'r', 't', 'I', 'x', 'o']",asɛɾtixo
aceruelo,"['a', 'T', 'e', 'r', 'W', 'E', 'l', 'o']",asɛɾwɛlo
acervo,"['a', 'T', 'E', 'r', 'b', 'o']",asɛɾβo
acetato,"['a', 'T', 'e', 't', 'A', 't', 'o']",asɛtato
acético,"['a', 'k', 'E', 't', 'i', 'k', 'o']",asɛtiko
acetificar,"['a', 'T', 'e', 't', 'i', 'f', 'i', 'k', 'A', 'r']",asɛtifikaɾ
acetileno,"['a', 'T', 'e', 't', 'i', 'l', 'E', 'n', 'o']",asɛtilɛno
acetilo,"['a', 'T', 'e', 't', 'I', 'l', 'o']",asɛtilo
acetite,"['a', 'T', 'e', 't', 'I', 't', 'e']",asɛtitɛ
acetona,"['a', 'T', 'e', 't', 'O', 'n', 'a']",asɛtona
acetosa,"['a', 'T', 'e', 't', 'O', 's', 'a']",asɛtosa
acetosidad,"['a', 'T', 'e', 't', 'o', 's', 'i', 'D', 'A', 'd']",asɛtosiðað
acetoso,"['a', 'T', 'e', 't', 'O', 's', 'o']",asɛtoso
